SN,BIN,Shape,FAI156,FAI156-P1,FAI156-P2,FAI156-P3,FAI156-P4,FAI156-P5,FAI156-P6,FAI156-P7,FAI156-P8,FAI156-P9,FAI156-P10,FAI156-P11,FAI156-P12,FAI156-P13,FAI156-P14,FAI156-P15,FAI156-P16,FAI156-P17,FAI156-P18,FAI156-P19,FAI156-P20
565,,,0.113,-0.01,-0.006,-0.004,0.007,-0.009,-0.021,0.003,0.022,0.029,0.052,0.027,0.009,-0.015,-0.046,-0.061,-0.052,0.002,0.019,0.031,0.024
566,,,0.117,-0.009,-0.004,-0.005,0.005,-0.009,-0.022,0,0.02,0.03,0.057,0.027,0.006,-0.016,-0.045,-0.06,-0.05,0.001,0.021,0.031,0.023
567,,,0.251,-0.029,-0.032,-0.03,0.007,-0.042,-0.096,-0.04,0.002,0.041,0.155,0.134,0.131,0.039,-0.005,-0.056,-0.057,-0.023,-0.021,-0.03,-0.048
568,,,0.183,-0.018,-0.018,-0.024,-0.006,-0.037,-0.072,-0.026,0.005,0.02,0.111,0.096,0.099,0.054,0.018,-0.021,-0.053,-0.044,-0.042,-0.03,-0.012
569,,,0.147,-0.008,-0.01,-0.018,-0.015,-0.036,-0.055,-0.032,-0.005,0.017,0.092,0.082,0.076,0.062,0.026,-0.009,-0.042,-0.036,-0.038,-0.028,-0.021
570,,,0.275,-0.02,-0.021,-0.017,0.011,-0.043,-0.121,-0.051,-0.009,0.026,0.154,0.137,0.143,0.046,0.005,-0.042,-0.056,-0.029,-0.035,-0.038,-0.04
571,,,0.183,0.021,0.021,0.008,-0.009,0.001,0.027,0.008,0.023,0.057,0.012,-0.037,-0.089,-0.052,-0.078,-0.071,-0.056,0.005,0.037,0.077,0.094
572,,,0.258,0.023,0.007,-0.022,-0.037,-0.065,-0.098,-0.093,-0.054,0.05,0.16,0.133,0.107,0.099,0.053,0,-0.047,-0.054,-0.062,-0.052,-0.046
573,,,0.271,0,-0.003,-0.012,-0.005,-0.047,-0.11,-0.099,-0.075,-0.017,0.138,0.138,0.148,0.123,0.091,0.035,-0.015,-0.031,-0.055,-0.081,-0.123
574,,,0.102,0.009,0.01,0.002,0,-0.007,-0.003,0.001,0.019,0.035,0.034,-0.006,-0.036,-0.031,-0.056,-0.055,-0.045,0.011,0.033,0.046,0.04
575,,,0.16,-0.007,-0.011,-0.016,-0.008,-0.035,-0.065,-0.031,-0.003,0.016,0.095,0.086,0.088,0.056,0.018,-0.022,-0.05,-0.039,-0.038,-0.023,-0.009
576,,,0.216,-0.039,-0.028,-0.009,0.027,-0.021,-0.092,-0.028,0,-0.017,0.091,0.096,0.124,0.051,0.026,-0.016,-0.024,0.001,-0.01,-0.044,-0.088
577,,,0.109,-0.013,-0.011,-0.017,-0.004,-0.016,-0.023,-0.014,-0.006,-0.006,0.061,0.057,0.054,0.055,0.024,-0.015,-0.048,-0.035,-0.031,-0.013,0.001
578,,,0.265,-0.022,-0.021,-0.017,0.012,-0.043,-0.117,-0.05,-0.006,0.032,0.148,0.129,0.141,0.037,0.003,-0.049,-0.05,-0.02,-0.02,-0.033,-0.054
579,,,0.272,0.015,0.003,-0.018,-0.019,-0.059,-0.114,-0.095,-0.057,0.033,0.158,0.137,0.124,0.095,0.056,0.005,-0.039,-0.045,-0.058,-0.058,-0.064
580,,,0.16,-0.036,-0.028,-0.017,0.015,-0.019,-0.057,-0.003,0.022,0.024,0.103,0.079,0.071,0.007,-0.025,-0.057,-0.05,-0.007,0.003,-0.004,-0.019
581,,,0.206,-0.015,-0.018,-0.025,-0.016,-0.045,-0.077,-0.038,-0.002,0.025,0.129,0.113,0.107,0.067,0.025,-0.018,-0.051,-0.047,-0.048,-0.037,-0.027
582,,,0.1,-0.002,0.001,-0.002,-0.001,-0.012,-0.022,-0.007,0.016,0.037,0.052,0.02,-0.003,-0.013,-0.041,-0.048,-0.044,0.004,0.019,0.028,0.016
583,,,0.106,-0.012,-0.008,-0.006,0.008,-0.013,-0.034,-0.008,0.016,0.024,0.064,0.037,0.02,-0.004,-0.03,-0.042,-0.038,0.007,0.017,0.013,-0.009
584,,,0.274,-0.031,-0.028,-0.025,0.006,-0.046,-0.108,-0.044,-0.001,0.038,0.166,0.14,0.142,0.044,0.005,-0.052,-0.062,-0.034,-0.037,-0.04,-0.033
585,,,0.132,-0.018,-0.013,-0.009,0.011,-0.015,-0.042,-0.002,0.022,0.025,0.074,0.048,0.039,-0.006,-0.035,-0.058,-0.05,-0.003,0.012,0.014,0.007
586,,,0.243,-0.029,-0.028,-0.022,0.005,-0.037,-0.093,-0.04,0.003,0.047,0.15,0.122,0.113,0.031,-0.008,-0.058,-0.057,-0.021,-0.016,-0.02,-0.042
587,,,0.219,-0.025,-0.027,-0.021,0.001,-0.034,-0.077,-0.031,0.009,0.051,0.142,0.107,0.092,0.02,-0.021,-0.06,-0.062,-0.02,-0.012,-0.009,-0.022
588,,,0.22,-0.029,-0.024,-0.022,0.006,-0.031,-0.082,-0.031,0.005,0.043,0.138,0.111,0.101,0.025,-0.016,-0.061,-0.059,-0.022,-0.018,-0.015,-0.019
589,,,0.214,-0.026,-0.03,-0.03,-0.011,-0.045,-0.084,-0.031,0.002,0.021,0.128,0.12,0.13,0.075,0.036,-0.014,-0.047,-0.045,-0.05,-0.051,-0.047
590,,,0.286,0.036,0.043,0.021,-0.013,0.029,0.097,0.029,0.016,0.033,-0.071,-0.117,-0.179,-0.068,-0.085,-0.05,-0.032,0.034,0.067,0.105,0.107
591,,,0.114,-0.013,-0.009,-0.01,0.008,-0.015,-0.041,-0.007,0.018,0.029,0.066,0.042,0.033,-0.002,-0.03,-0.048,-0.044,0.002,0.013,0.012,-0.004
592,,,0.113,0.012,0.008,-0.006,-0.018,-0.022,-0.013,-0.014,0.007,0.037,0.051,0.023,0.001,0.014,-0.02,-0.033,-0.054,-0.033,-0.019,0.019,0.059
593,,,0.12,-0.012,-0.009,-0.006,0.007,-0.015,-0.038,-0.008,0.019,0.034,0.066,0.041,0.027,-0.005,-0.035,-0.054,-0.049,-0.001,0.013,0.018,0.007
594,,,0.248,-0.032,-0.034,-0.039,-0.012,-0.051,-0.096,-0.037,0.003,0.018,0.152,0.146,0.15,0.085,0.042,-0.017,-0.051,-0.053,-0.057,-0.061,-0.059
595,,,0.157,0.023,0.019,0.002,-0.013,-0.013,-0.003,-0.018,0.003,0.06,0.061,0.008,-0.043,-0.028,-0.061,-0.068,-0.067,-0.014,0.01,0.054,0.089
596,,,0.191,-0.041,-0.034,-0.021,0.014,-0.023,-0.077,-0.01,0.02,0.015,0.114,0.099,0.099,0.026,-0.008,-0.043,-0.046,-0.007,-0.003,-0.024,-0.051
597,,,0.135,0.006,0.008,0.001,0.003,-0.004,-0.004,0.003,0.024,0.043,0.035,-0.003,-0.035,-0.034,-0.063,-0.07,-0.059,0,0.027,0.055,0.065
598,,,0.122,-0.016,-0.014,-0.015,0.001,-0.018,-0.039,-0.02,-0.011,-0.014,0.069,0.07,0.077,0.062,0.029,-0.012,-0.045,-0.036,-0.035,-0.022,-0.011
599,,,0.275,-0.037,-0.034,-0.025,0.004,-0.041,-0.106,-0.039,0.003,0.043,0.169,0.143,0.138,0.04,-0.001,-0.053,-0.063,-0.036,-0.034,-0.036,-0.035
600,,,0.203,-0.013,-0.012,-0.015,-0.002,-0.029,-0.065,-0.032,0.004,0.054,0.129,0.092,0.067,0.012,-0.028,-0.065,-0.074,-0.039,-0.026,0.001,0.041
601,,,0.2,-0.016,-0.017,-0.022,-0.014,-0.045,-0.078,-0.036,-0.002,0.019,0.122,0.105,0.108,0.067,0.029,-0.011,-0.047,-0.043,-0.048,-0.04,-0.032
602,,,0.23,-0.012,-0.019,-0.023,-0.007,-0.047,-0.095,-0.043,-0.009,0.007,0.122,0.12,0.135,0.078,0.039,-0.01,-0.044,-0.044,-0.052,-0.051,-0.044
603,,,0.284,0.011,-0.003,-0.021,-0.027,-0.064,-0.113,-0.098,-0.057,0.04,0.171,0.148,0.136,0.109,0.063,0.006,-0.045,-0.054,-0.068,-0.066,-0.066
604,,,0.153,0.02,0.025,0.009,-0.018,0.004,0.039,-0.008,-0.004,0.049,0.014,-0.033,-0.091,-0.031,-0.057,-0.046,-0.04,0.015,0.038,0.062,0.053
605,,,0.281,-0.043,-0.041,-0.032,0.005,-0.044,-0.106,-0.037,0.01,0.049,0.175,0.145,0.141,0.042,-0.002,-0.057,-0.059,-0.023,-0.025,-0.039,-0.061
606,,,0.245,0.057,0.034,-0.017,-0.017,0.023,0.069,0.003,-0.017,0.021,0.011,-0.043,-0.105,-0.04,-0.073,-0.069,-0.072,-0.017,0.024,0.089,0.14
607,,,0.271,-0.027,-0.031,-0.02,0.016,-0.037,-0.116,-0.048,-0.008,0.024,0.15,0.137,0.155,0.043,0.007,-0.045,-0.051,-0.025,-0.032,-0.041,-0.051
608,,,0.269,-0.039,-0.034,-0.026,0.014,-0.04,-0.108,-0.039,0,0.031,0.161,0.138,0.142,0.042,0.009,-0.044,-0.053,-0.027,-0.03,-0.042,-0.053
609,,,0.237,-0.019,-0.022,-0.019,0.008,-0.037,-0.095,-0.039,-0.004,0.028,0.142,0.12,0.119,0.035,-0.003,-0.048,-0.061,-0.033,-0.031,-0.028,-0.013
610,,,0.208,-0.024,-0.022,-0.019,0.016,-0.024,-0.077,-0.03,-0.013,-0.029,0.086,0.102,0.131,0.075,0.041,-0.011,-0.038,-0.033,-0.04,-0.047,-0.045
611,,,0.272,-0.035,-0.031,-0.025,0.008,-0.041,-0.103,-0.036,0.011,0.048,0.169,0.136,0.134,0.028,-0.013,-0.065,-0.076,-0.043,-0.04,-0.026,0
612,,,0.225,-0.021,-0.02,-0.015,0.009,-0.033,-0.088,-0.037,-0.002,0.036,0.137,0.109,0.099,0.018,-0.018,-0.052,-0.052,-0.011,-0.007,-0.018,-0.034
613,,,0.223,-0.015,-0.022,-0.024,-0.011,-0.046,-0.093,-0.043,-0.01,0.013,0.13,0.121,0.128,0.076,0.042,-0.003,-0.041,-0.045,-0.053,-0.054,-0.051
614,,,0.125,-0.006,-0.004,-0.006,0.003,-0.014,-0.029,-0.007,0.018,0.033,0.067,0.033,0.012,-0.013,-0.044,-0.058,-0.048,0.006,0.022,0.027,0.008
615,,,0.172,-0.011,-0.014,-0.021,-0.014,-0.04,-0.067,-0.034,-0.005,0.015,0.105,0.096,0.099,0.068,0.031,-0.012,-0.046,-0.045,-0.046,-0.034,-0.024
616,,,0.103,-0.007,-0.003,-0.006,0.002,-0.014,-0.027,-0.004,0.018,0.028,0.055,0.027,0.012,-0.007,-0.035,-0.048,-0.04,0.01,0.021,0.02,-0.002
617,,,0.105,-0.015,-0.008,-0.006,0.01,-0.012,-0.037,-0.007,0.016,0.023,0.062,0.035,0.026,-0.005,-0.031,-0.043,-0.036,0.011,0.021,0.01,-0.014
618,,,0.117,0.006,0.007,-0.003,-0.014,-0.002,0.024,-0.001,-0.001,0.009,0.017,0,-0.025,0.024,-0.004,-0.024,-0.054,-0.032,-0.016,0.027,0.063
619,,,0.265,-0.02,-0.025,-0.021,0.001,-0.043,-0.1,-0.045,0.004,0.054,0.165,0.128,0.114,0.026,-0.015,-0.06,-0.071,-0.038,-0.033,-0.02,-0.002
620,,,0.141,0.016,0.012,-0.004,-0.015,-0.024,-0.023,-0.024,0.004,0.062,0.079,0.03,-0.014,-0.017,-0.052,-0.062,-0.053,-0.002,0.017,0.037,0.033
621,,,0.249,-0.052,-0.037,-0.017,0.027,-0.027,-0.101,-0.018,0.007,-0.013,0.118,0.116,0.148,0.045,0.018,-0.03,-0.028,-0.002,-0.01,-0.049,-0.095
622,,,0.123,-0.014,-0.011,-0.007,0.008,-0.016,-0.045,-0.009,0.017,0.031,0.072,0.047,0.037,-0.003,-0.029,-0.051,-0.048,-0.003,0.01,0.014,0
623,,,0.233,-0.032,-0.03,-0.022,0.004,-0.032,-0.085,-0.03,0.01,0.048,0.148,0.116,0.105,0.023,-0.019,-0.061,-0.061,-0.022,-0.012,-0.017,-0.029
624,,,0.118,0.014,0.016,0.005,-0.008,0,0.02,0.003,0.013,0.036,0.008,-0.028,-0.068,-0.022,-0.045,-0.042,-0.037,0.013,0.031,0.05,0.042
625,,,0.242,-0.04,-0.038,-0.032,-0.006,-0.039,-0.074,-0.029,0.013,0.064,0.168,0.126,0.102,0.029,-0.016,-0.063,-0.066,-0.029,-0.021,-0.02,-0.03
626,,,0.262,-0.014,-0.021,-0.023,-0.006,-0.052,-0.108,-0.049,-0.014,0.001,0.127,0.131,0.154,0.088,0.055,-0.001,-0.038,-0.045,-0.058,-0.062,-0.067
627,,,0.111,0.016,0.011,-0.006,-0.021,-0.024,-0.016,-0.017,0.007,0.04,0.052,0.022,-0.005,0.016,-0.014,-0.03,-0.055,-0.033,-0.018,0.02,0.056
628,,,0.134,0.013,0.015,0.006,0,-0.002,0.006,0.007,0.025,0.042,0.021,-0.02,-0.056,-0.044,-0.071,-0.069,-0.051,0.014,0.038,0.062,0.063
629,,,0.123,-0.021,-0.015,-0.01,0.01,-0.015,-0.042,-0.019,-0.01,-0.019,0.05,0.063,0.081,0.061,0.032,-0.005,-0.033,-0.025,-0.028,-0.026,-0.03
630,,,0.203,-0.028,-0.028,-0.028,0,-0.036,-0.078,-0.028,0.008,0.025,0.125,0.115,0.118,0.054,0.011,-0.035,-0.061,-0.047,-0.046,-0.034,-0.009
631,,,0.137,-0.02,-0.014,-0.009,0.01,-0.013,-0.038,-0.005,0.02,0.029,0.077,0.051,0.034,-0.006,-0.038,-0.06,-0.054,-0.004,0.013,0.02,0.006
632,,,0.155,-0.008,-0.011,-0.02,-0.013,-0.039,-0.06,-0.031,-0.003,0.022,0.095,0.081,0.079,0.059,0.026,-0.009,-0.042,-0.038,-0.041,-0.03,-0.018
633,,,0.186,0.003,-0.002,-0.012,-0.01,-0.028,-0.046,-0.028,0.006,0.065,0.114,0.065,0.029,-0.004,-0.042,-0.068,-0.072,-0.032,-0.015,0.02,0.057
634,,,0.182,-0.007,-0.009,-0.013,-0.005,-0.026,-0.05,-0.026,0.008,0.064,0.113,0.068,0.039,-0.002,-0.041,-0.069,-0.067,-0.016,0.002,0.019,0.019
635,,,0.132,0.006,0.009,-0.001,-0.006,0.003,0.025,0.006,0.006,0.014,0.003,-0.013,-0.032,0.005,-0.021,-0.034,-0.055,-0.026,-0.004,0.038,0.077
636,,,0.221,0.037,0.032,0.01,-0.014,-0.008,0.015,-0.015,0.002,0.066,0.043,-0.017,-0.079,-0.046,-0.078,-0.079,-0.077,-0.022,0.01,0.076,0.142
637,,,0.11,-0.02,-0.011,-0.005,0.015,-0.015,-0.051,-0.017,0.002,0,0.059,0.048,0.055,0.026,0.004,-0.019,-0.024,0.008,0.007,-0.012,-0.051
638,,,0.169,-0.028,-0.024,-0.018,0.006,-0.024,-0.053,-0.027,-0.015,-0.022,0.07,0.091,0.115,0.084,0.051,0.004,-0.034,-0.036,-0.04,-0.046,-0.054
639,,,0.149,-0.012,-0.01,-0.009,0.003,-0.019,-0.049,-0.024,0.005,0.046,0.094,0.059,0.042,0.003,-0.032,-0.055,-0.052,-0.005,0.007,0.011,-0.003
640,,,0.285,0.008,-0.001,-0.02,-0.018,-0.06,-0.119,-0.102,-0.06,0.032,0.166,0.148,0.141,0.107,0.066,0.01,-0.037,-0.047,-0.062,-0.068,-0.081
641,,,0.131,0.012,0.005,-0.014,-0.022,-0.028,-0.026,-0.018,0.008,0.041,0.07,0.04,0.016,0.023,-0.012,-0.035,-0.061,-0.041,-0.025,0.013,0.052
642,,,0.263,-0.05,-0.044,-0.02,0.025,-0.03,-0.105,-0.033,0.007,0.034,0.158,0.136,0.14,0.031,-0.008,-0.064,-0.06,-0.022,-0.017,-0.029,-0.049
643,,,0.152,0.006,0.004,-0.006,-0.008,-0.018,-0.022,-0.019,0.006,0.059,0.086,0.037,-0.006,-0.016,-0.05,-0.065,-0.066,-0.019,0.001,0.035,0.062
644,,,0.246,-0.035,-0.033,-0.025,0.01,-0.039,-0.096,-0.031,0.008,0.043,0.15,0.127,0.125,0.029,-0.011,-0.055,-0.058,-0.022,-0.017,-0.026,-0.042
645,,,0.116,-0.022,-0.014,-0.008,0.012,-0.015,-0.044,-0.007,0.017,0.019,0.072,0.047,0.041,0.001,-0.026,-0.042,-0.036,0.008,0.018,0.005,-0.028
646,,,0.223,-0.024,-0.027,-0.02,0.004,-0.033,-0.081,-0.033,0.009,0.048,0.142,0.109,0.093,0.021,-0.019,-0.063,-0.063,-0.019,-0.01,-0.012,-0.021
647,,,0.126,-0.003,-0.002,-0.005,-0.004,-0.016,-0.028,-0.025,-0.003,0.04,0.08,0.044,0.014,0.002,-0.03,-0.046,-0.045,0.001,0.012,0.017,-0.002
648,,,0.198,0.015,0.011,-0.002,-0.012,-0.016,-0.016,-0.019,0.01,0.071,0.083,0.028,-0.023,-0.025,-0.064,-0.081,-0.081,-0.032,-0.008,0.045,0.117
649,,,0.195,-0.014,-0.015,-0.017,-0.004,-0.033,-0.07,-0.038,0.003,0.053,0.125,0.093,0.072,0.018,-0.018,-0.049,-0.053,-0.011,-0.004,-0.009,-0.027
650,,,0.224,-0.026,-0.023,-0.021,0.004,-0.032,-0.083,-0.031,0.004,0.042,0.141,0.107,0.101,0.023,-0.019,-0.058,-0.057,-0.019,-0.012,-0.014,-0.027
651,,,0.223,-0.03,-0.026,-0.017,0.009,-0.033,-0.084,-0.029,0.013,0.05,0.139,0.104,0.089,0.013,-0.021,-0.059,-0.061,-0.018,-0.005,-0.012,-0.022
652,,,0.208,0.028,0.021,0.002,-0.014,-0.019,-0.013,-0.019,0.012,0.08,0.072,0.012,-0.044,-0.041,-0.076,-0.086,-0.08,-0.025,0.005,0.064,0.122
653,,,0.217,-0.015,-0.018,-0.013,0.006,-0.035,-0.089,-0.041,-0.004,0.036,0.128,0.104,0.102,0.032,-0.005,-0.046,-0.056,-0.024,-0.02,-0.021,-0.02
654,,,0.125,0.01,0.013,0.003,-0.006,-0.001,0.017,0.009,0.021,0.041,0.02,-0.019,-0.058,-0.037,-0.066,-0.062,-0.048,0.011,0.034,0.059,0.059
655,,,0.183,-0.007,-0.012,-0.019,-0.012,-0.042,-0.077,-0.037,-0.006,0.011,0.1,0.096,0.106,0.073,0.036,-0.008,-0.042,-0.043,-0.046,-0.04,-0.029
656,,,0.248,-0.036,-0.033,-0.025,0.002,-0.035,-0.088,-0.035,0.009,0.046,0.16,0.124,0.116,0.029,-0.013,-0.06,-0.063,-0.022,-0.016,-0.021,-0.04
657,,,0.222,-0.016,-0.018,-0.019,-0.007,-0.031,-0.057,-0.029,0.01,0.068,0.143,0.093,0.057,0.006,-0.036,-0.074,-0.079,-0.041,-0.026,0.009,0.045
658,,,0.233,-0.025,-0.026,-0.02,0.02,-0.035,-0.096,-0.032,0.004,0.029,0.137,0.118,0.122,0.024,-0.012,-0.06,-0.064,-0.027,-0.028,-0.023,-0.006
659,,,0.109,0.004,0.009,0.003,0,0.002,0.015,0.009,0.019,0.031,0.016,-0.018,-0.05,-0.031,-0.057,-0.053,-0.041,0.016,0.038,0.052,0.037
660,,,0.115,0.014,0.009,-0.012,-0.021,-0.024,-0.016,-0.014,0.007,0.037,0.055,0.027,0.003,0.021,-0.011,-0.031,-0.058,-0.038,-0.023,0.017,0.057
661,,,0.185,0.033,0.035,0.017,-0.012,0.014,0.058,-0.007,-0.012,0.025,-0.022,-0.06,-0.113,-0.028,-0.054,-0.04,-0.034,0.019,0.038,0.072,0.07
662,,,0.135,0.026,0.022,-0.003,-0.026,-0.013,0.018,-0.006,0.008,0.037,0.02,-0.013,-0.049,0.003,-0.028,-0.033,-0.054,-0.026,-0.006,0.042,0.081
663,,,0.198,-0.025,-0.021,-0.017,0.01,-0.027,-0.073,-0.029,0.005,0.038,0.125,0.094,0.085,0.018,-0.019,-0.057,-0.058,-0.015,-0.005,-0.007,-0.021
664,,,0.227,-0.024,-0.021,-0.017,0.015,-0.033,-0.101,-0.04,-0.002,0.028,0.126,0.111,0.116,0.032,0,-0.04,-0.042,-0.009,-0.012,-0.03,-0.057
665,,,0.28,-0.039,-0.037,-0.028,0.002,-0.044,-0.107,-0.041,0.008,0.047,0.173,0.144,0.138,0.041,-0.001,-0.052,-0.057,-0.026,-0.027,-0.038,-0.055
666,,,0.216,-0.019,-0.022,-0.021,0,-0.034,-0.077,-0.036,0.002,0.046,0.139,0.104,0.086,0.026,-0.015,-0.055,-0.056,-0.017,-0.007,-0.013,-0.033
667,,,0.104,0,0.003,-0.002,0.003,-0.006,-0.01,0.003,0.02,0.032,0.043,0.01,-0.016,-0.024,-0.052,-0.061,-0.05,0.004,0.024,0.041,0.039
668,,,0.21,-0.017,-0.017,-0.022,0.002,-0.033,-0.074,-0.033,0.007,0.052,0.136,0.099,0.081,0.016,-0.022,-0.059,-0.067,-0.03,-0.022,-0.007,0.011
669,,,0.113,0.003,0.001,-0.011,-0.016,-0.024,-0.022,-0.02,-0.001,0.021,0.065,0.044,0.025,0.034,0.001,-0.022,-0.048,-0.031,-0.024,0.003,0.022
670,,,0.255,-0.044,-0.041,-0.033,-0.004,-0.039,-0.087,-0.03,0.013,0.055,0.168,0.134,0.122,0.04,-0.004,-0.057,-0.06,-0.03,-0.028,-0.03,-0.044
671,,,0.17,-0.009,-0.01,-0.013,-0.002,-0.026,-0.05,-0.024,0.011,0.062,0.104,0.064,0.042,-0.003,-0.039,-0.066,-0.063,-0.014,0.004,0.016,0.016
672,,,0.216,-0.025,-0.021,-0.017,0.012,-0.029,-0.084,-0.03,0.006,0.043,0.132,0.104,0.094,0.011,-0.023,-0.062,-0.06,-0.016,-0.005,-0.01,-0.018
673,,,0.279,-0.03,-0.028,-0.027,0.007,-0.043,-0.112,-0.043,0.001,0.04,0.167,0.14,0.138,0.042,0.002,-0.05,-0.061,-0.041,-0.039,-0.037,-0.027
674,,,0.161,0.02,0.016,-0.003,-0.016,-0.012,0.007,-0.003,0.01,0.032,0.034,0.001,-0.032,-0.001,-0.033,-0.049,-0.068,-0.033,-0.007,0.043,0.093
675,,,0.127,0.034,0.024,-0.001,-0.034,-0.012,0.032,-0.01,-0.002,0.032,0.006,-0.024,-0.061,0.015,-0.016,-0.015,-0.043,-0.022,-0.008,0.04,0.066
676,,,0.173,-0.008,-0.014,-0.021,-0.012,-0.042,-0.071,-0.034,-0.004,0.014,0.101,0.094,0.102,0.068,0.031,-0.01,-0.046,-0.043,-0.046,-0.037,-0.024
677,,,0.272,-0.041,-0.038,-0.033,0,-0.043,-0.096,-0.035,0.008,0.051,0.176,0.14,0.129,0.041,0.001,-0.051,-0.063,-0.036,-0.032,-0.036,-0.041
678,,,0.21,-0.082,-0.056,-0.029,0.004,-0.02,-0.037,-0.001,0.012,0.007,0.12,0.128,0.118,0.064,0.023,-0.029,-0.047,-0.035,-0.036,-0.047,-0.057
679,,,0.11,-0.013,-0.008,-0.006,0.006,-0.011,-0.029,-0.003,0.016,0.022,0.06,0.034,0.02,-0.005,-0.034,-0.05,-0.041,0.007,0.022,0.017,-0.005
680,,,0.264,-0.032,-0.032,-0.027,-0.003,-0.042,-0.091,-0.037,0.009,0.057,0.173,0.135,0.116,0.033,-0.011,-0.062,-0.074,-0.047,-0.041,-0.024,0.001
681,,,0.267,-0.039,-0.036,-0.03,0.001,-0.045,-0.102,-0.04,0.001,0.043,0.165,0.142,0.141,0.05,0.012,-0.042,-0.056,-0.033,-0.036,-0.046,-0.052
682,,,0.144,0.012,0.013,0.003,-0.009,-0.005,0.006,-0.015,-0.002,0.046,0.054,0.009,-0.039,-0.018,-0.05,-0.058,-0.061,-0.014,0.002,0.043,0.083
683,,,0.274,-0.024,-0.028,-0.019,0.012,-0.042,-0.117,-0.047,-0.003,0.035,0.157,0.137,0.139,0.038,0,-0.048,-0.059,-0.031,-0.032,-0.038,-0.031
684,,,0.11,-0.011,-0.01,-0.014,-0.006,-0.014,-0.017,-0.012,-0.003,-0.001,0.057,0.05,0.043,0.049,0.017,-0.019,-0.053,-0.039,-0.032,-0.006,0.019
685,,,0.185,-0.014,-0.012,-0.013,-0.001,-0.028,-0.059,-0.029,0.008,0.057,0.118,0.078,0.057,0.005,-0.028,-0.058,-0.067,-0.031,-0.021,0.003,0.034
686,,,0.156,-0.004,-0.007,-0.015,-0.012,-0.037,-0.06,-0.031,-0.003,0.02,0.096,0.08,0.073,0.049,0.015,-0.018,-0.045,-0.034,-0.034,-0.021,-0.012
687,,,0.114,-0.018,-0.014,-0.013,0.005,-0.013,-0.032,-0.013,-0.004,-0.011,0.058,0.059,0.066,0.052,0.023,-0.018,-0.048,-0.037,-0.031,-0.014,0.004
688,,,0.229,-0.017,-0.021,-0.022,-0.004,-0.04,-0.081,-0.038,0.002,0.055,0.148,0.11,0.089,0.026,-0.011,-0.05,-0.058,-0.03,-0.027,-0.019,-0.009
689,,,0.26,-0.027,-0.026,-0.025,-0.002,-0.042,-0.094,-0.042,0.003,0.05,0.166,0.13,0.115,0.033,-0.007,-0.053,-0.065,-0.038,-0.034,-0.027,-0.014
690,,,0.208,-0.029,-0.025,-0.017,0.01,-0.029,-0.077,-0.028,0.007,0.047,0.131,0.097,0.084,0.016,-0.019,-0.057,-0.054,-0.013,-0.008,-0.01,-0.026
691,,,0.265,-0.035,-0.038,-0.025,0.014,-0.04,-0.109,-0.043,0.004,0.035,0.156,0.133,0.144,0.042,0.005,-0.045,-0.051,-0.021,-0.02,-0.041,-0.065
692,,,0.124,0.028,0.023,-0.001,-0.028,-0.02,0.004,-0.016,0.002,0.046,0.038,-0.001,-0.043,0.004,-0.026,-0.027,-0.051,-0.028,-0.01,0.034,0.073
693,,,0.194,-0.032,-0.025,-0.018,0.02,-0.03,-0.084,-0.022,0.009,0.005,0.11,0.1,0.106,0.027,0.002,-0.035,-0.036,-0.001,-0.005,-0.028,-0.063
694,,,0.285,-0.036,-0.035,-0.025,0.008,-0.041,-0.112,-0.045,0.002,0.037,0.173,0.145,0.146,0.043,-0.001,-0.056,-0.061,-0.025,-0.023,-0.038,-0.056
695,,,0.192,-0.013,-0.016,-0.023,-0.015,-0.046,-0.074,-0.034,0.001,0.026,0.118,0.105,0.102,0.062,0.025,-0.017,-0.05,-0.046,-0.047,-0.036,-0.02
696,,,0.183,0.003,-0.001,-0.008,-0.004,-0.02,-0.034,-0.023,0.01,0.07,0.099,0.047,0.009,-0.021,-0.06,-0.084,-0.072,-0.018,0.006,0.037,0.061
697,,,0.259,-0.033,-0.033,-0.032,-0.009,-0.044,-0.087,-0.038,0.008,0.06,0.172,0.134,0.112,0.038,-0.002,-0.053,-0.065,-0.033,-0.032,-0.035,-0.026
698,,,0.269,-0.018,-0.021,-0.025,0.002,-0.049,-0.11,-0.044,-0.01,0.001,0.127,0.13,0.159,0.083,0.046,-0.014,-0.049,-0.049,-0.055,-0.057,-0.049
699,,,0.215,-0.024,-0.025,-0.018,0.013,-0.029,-0.083,-0.028,0.009,0.049,0.132,0.099,0.091,0.013,-0.027,-0.069,-0.064,-0.018,-0.006,-0.004,-0.011
700,,,0.295,-0.043,-0.038,-0.029,0.012,-0.045,-0.112,-0.042,0.004,0.041,0.183,0.157,0.153,0.041,0,-0.06,-0.068,-0.046,-0.047,-0.039,-0.022
701,,,0.205,-0.024,-0.025,-0.026,-0.011,-0.043,-0.081,-0.034,0.001,0.017,0.124,0.115,0.123,0.073,0.035,-0.012,-0.046,-0.045,-0.052,-0.047,-0.04
702,,,0.145,-0.003,-0.007,-0.02,-0.015,-0.031,-0.044,-0.018,0.008,0.031,0.087,0.066,0.054,0.039,0.003,-0.032,-0.058,-0.042,-0.034,-0.005,0.024
